id,name
3475527,NARDI SRL
4446741,BUERGER HANS MICHAEL
219394,BP CHIMIE SOCIETE ANONYME COURBEVOIE TOUR NEPTUNE LA DEFENSE 1 20 PLACE DE SEINE F 92400 A COR
4050115,OC OERLIKON TRADING AG TRUEBBACH
4470671,GRIFFIN TERESANNE
6184607,KLARUS LIGHT TECHONLOGY CO LTD
3107245,CHARLES MARSHALL
1056746,CARTONNERIES DE THULIN SA
2148561,HE ONE CORPORATION
3140713,NBE LLC
6255474,MICO CO LTD
1584425,SMS EUMUCO CMBH
892386,TURBO KOGYO CO LTD
110696,SOCIETE FRANCAISE DEXPOSITIONS 34 RUE DE HAMEAU 75015 PARIS
3240311,FERLIN TRADING BV
2184886,NISHIMURA SEISAKUSHO CO LTD
2655377,VIDEOPART INC
4227680,NEXTEL OF TEXAS INC
599590,SPRINGHILL COMPANY
3529301,TOGO TECHNOLOGY CO LTD
160931,ROTO FORM SALES CORP
1754548,NIPON ZEON CO LTD
1084656,GEOMATRIX CONSULTANTS
3693898,DRAGER MEDICAL AG & CO KG
1069682,AVKHOLDING
342019,BAMBAUER BOYD R
6014519,ANYPRESENCE INC
428213,MCMAHON JOHN P
5516118,MICROE SYSTEMS CORP
3048550,ALRIFY COMMUNICATIONS INC
4859957,PARADIGM GEOPHYSICAL LIMITED
563916,PAKSEAL INDUSTRIES LIMITED
328698,SHOREMAN HELEN Z
2557932,EMERGING TECHNOLOGY & CONTROLS INC
289711,COUTURE MARKETING LIMITED
4189140,AQUATIC INDUSTRIES INC
5016789,117197 CANADA LTEE
218648,PROCONICS INTERNATIONAL INC WOBURN MA A CORP
998191,BRITELINE INDUSTRIES INC
1147399,RABE JURGEN
5696530,TIANJIN WEIJIE TECHNOLOGY CO LTD
387417,FUJI JUKOGYO KABUSHIKI KAISHA A CORP JAPAN
6366297,WUHAN YICHENG BIOTECH INC
1258915,MCKINLEY TREE GRATE CO INC
751284,CHEMICAL EQUIPMENT LTD 9961 PLAZA AVENUE MONTREAL QUEBEC H1H 4L5 CANADA
2042930,AMERICAN EQUIPMENT SYSTEMS
4626268,TEMASEK LIFE SCIENCES LABORATORY
1630711,KOLLETH SOFIA
1824016,ACUPOLL RESEARCH INC
1866722,NYCOMED PHARMAMEDICA AS
717152,MAGNETEK UNIVERSAL MANUFACTURING
3810865,ROCKWOOD ADDITIVES LIMITED
1070518,QUESTECH LIMITED EASTHEATH AVENUE
831782,CAPIN JAMES E
3830183,TELNIC LIMITED
4854131,GUARDIAN ANALYTICS INC
107651,HARNDEN LIMITED 35 DOVER ST LONDON W1X 3RA
3571901,GTX HANEX PLASTIC SP Z O O
4516477,BERG DESIGN LIMITED
5612956,PARIS CROISSANT CO LTD
5208582,HONEYBEE TV ISRAEL LTD
66271,DOUGLAS WILLIAM DAN JR 28
1802906,LINDE HOLDING AG
3391054,FIDELITY TECHNOLOGIES CORPORATION
1765526,MEDICAL COMPANIES ALLIANCE INC
4924985,LEONE LUCIO
3492671,DULIVER INTERNATIONAL LTD
5169883,SOLARPRINT LIMITED
94267,DOWNHOLE SERIVCES INC A CA CORP
4174241,RENEW DATA CORPORATION
5848822,VASCULAR SIMULATIONS LLC
3747915,NEOPOST INDUSTRIE SA
4998548,RASOR AMMUNITON COMPANY LLC
5746022,LYCUS LTD
4833546,CEQUR APS
6056280,ETERNAL PLANT BOIJL BV
5947981,AGRITUBEL SA
4373932,ALFONS MASCHINENBAU GMBH & CO
5725675,HM TECHNOLOGY INTERNATIONAL LIMITED
26344,CHEMICAL WASTE MANAGEMENT LIMITED
5496326,WYKO TIRE TECHNOLOGY INC
4696125,MEYDRIVE LLC
1086703,EUROSOLARE SPA
1773899,CONSORZIO EAGLE
295181,DAIWA SEKO INC 1416 MAEZAWA 2CHOME HIGASHIKURUMECITY TOKYO JAPAN
4881037,FLIC SYSTEMS LLC
2161156,ADVANCED PHARMAN INC
6460964,AIRELTEC LUFTFAHRTELEKTRIK GMBH
5422534,CHEMGUARD CAPITAL LLP
1396006,KALFORD PTY LTD
2231750,DIGITALDESIGN CO LTD
781564,TRANSPORT TECHNOLOGY CORPORATION A CORPORATION OF AZ
2857162,E IMAGE TECHNOLOGY KK
4577313,PRESSALITE CORPORATION
211051,CLUCAS ROBERT
2098960,EAST PARK RESEARCH INC
6508678,LUMINAL INC
5488555,TAKAHASHI YOSHIAKI
5557269,ZOGGLEZ LLC
6441524,CONTIPI MEDICAL LTD
1075339,BASKIN RONALD J
5469425,PALTALK HOLDINGS INC
2417496,CO2ECOM
1344920,WYCKOFF CHEMICAL COMPANY INC
3183027,TL TOYS HK LTD
1132642,BACKYARD SANCTUARY COMPANY INC
1625351,PUGET SOUND ROPE
3662884,MURPHY DAVID G
4367280,DOVSAN DOVME CELIK VE METAL SAN VE TIC LIMITED SIRKETI
2376355,LES INDUSTRIES RONDI INC
5208364,REYNERA SA DE CV
3559489,GADLOC AB
1331947,AIRE CARE INC OF PALM BEACH
4261124,JOINER DENOVAL AND JACCKIE
5934197,PEOPLE PEOPLE AB
3283865,IMHUDCO LLC
3339156,RNJ ENTERPRISES LLC
5005050,VR DICHTUNGEN GMBH
5932648,AGT PRODUCTS IP INC
113154,YAMATO SCALE COMPANY LIMIED A COMPANY OF JAPAN
4093464,LAFARGE ROOFING TECHNICAL CENTERS LTD
4841680,DL MANUFACTURING
5054422,MADISON RESEARCH TECHNOLOGIES LLC
2021128,GENESIS SYSTEMS INC
4917125,EVONIK STOCKHAUSEN INC
4541757,OKI PRINTED CIRCUITS CO LTD
3118053,JAM CORPORATION
1139908,PARKER HILTIN LIMITED
956484,GEBR ROTHWEILER GMBH & CO KG
6004541,GUENTHER HOLDING GMBH & CO KG
428986,ARCTIC STAR REFRIGERATION MANUFACTURING CO INC
1903742,GENLYTE GROUP INCORPORATED THE A CORPORATION OF DELAWARE
431577,DAKKU KABUSHIKIKAISHA
2451832,DE LA RUE INTERNAITONAL LIMITED
4708241,RENESAS LIGHTING INC
4782381,NL GIKEN INCORPORATED
491479,UOP INC A CORPORATION OF DELAWARE
2174134,HYDRAULIC INVENTIONS BV
4847061,CERLUB OU
5833188,RAXACORICOFALLAPATORIUS LLC
245212,LAMMA PRODUCTS A LIMITED PARTNERSHIP
2032801,INTERACTIVE IMAGINATION
2109905,DIGITAL REFLECTIONS INC
3514184,RFCYBER CORP
5198870,VECTORWISE BV
3448389,JUWEL AQUARIUM GMBH & CO KG
719908,COMMERCIAL DECONTAMINATION INC
1835163,INNOWAVE E C I WIRELESS SYSTEMS LTD
5685029,IWIN CO LTD
1898190,KALEIDACOLOR ORIGINALS LLC A LIMITED LIABILITY COMPANY IN TENNESSEE
411738,DCTEQ A CALIFORNIA LIMITED PARTNERSHIP
6227629,NABI LLC
707520,PROF CO LTD
750982,TEAM WORLDWODE CORP 4F NO2 ALLEY 2 LANE SZE WEI CHUNG CHENG RD HSIN TIEN CITY TAIPEI HSIE
5916989,ACTIVE INNOVATION GROUP LLC
396925,ZNORC METALNI KONSTRUKCII
6260301,JIANGXI RARE EARTH AND RARE METALS TUNGSTEN GROUP HOLDING CO LTD
1065676,DNX CORPORATION
830142,LICENCIA HOLDING SA
3877329,AISHIN TECHNO CO LTD
4135562,EGO ELEKTROGERAETEBAU GMBH
1320096,UMBRO UK LIMITED
5426647,GENIMEX JERSEY LTD
4420008,KALETA BRYAN
5401398,HUMIDEZE LLC
436114,SPAULDING & ROGERS MFG INC
830668,SMARTPRICE INTERNATIONAL INC A CORPORATION OF SC
6448447,ADDVALUE INNOVATION PTE LTD
3019181,DIMENSION STREETBOARDS
2854900,OPTOSKAND AB
2331103,INVITEK GESELLSCHAFT FUR BIOTECHNIK & BIODESIGN
2039558,BIOPARTNERS IN CARE
612514,BELL BICYCLES INC
3719260,EVERTECH LLC
5968796,OOZY USA LLC
88889,BRONSWERK BV
1160438,USHERS INC
4282164,MINO WIRELESS
2729595,AMBIENT DEVICES INC
2383329,SMITHS ENVIRONMENTAL PRODUCTS LTD
2056304,NIPON SANSO CORPORATION
533068,PHADZ A PARTNERSHIP OF NEW HAMPSHIRE
3129798,A2Z OPTICS CORPORATION
5048127,UCHIMURA CO LTD
1259958,EAGLE DESIGN AUTOMATION INC
5997980,HUHTAMAKI FLEXIBLE PACKAGING GERMANY GMBH & CO KG
6109863,GAUNA SILVINA MARCELA
3135240,VALDAS LTD
2543128,SAMBU COMMUNICS CO LTD
312431,SCHOTT GLASWERKE MAINZ
375497,CIRCLE CHEMICAL COMPANY INCORPORATED AN ILLINOIS CORP
700238,ROCKY MOUNTAIN EMPRISE INC
6339309,OSOCAD REMOTE LIMITED LIABILITY COMPANY
6115644,TIVOLY INC
399124,HK PORTER COMPANY INC 1500 PORTER BUILDING PITTSBURGH PENNSYLVANIA 15219
512163,KOENIG & BAUER AKTIENGESELLSCHAFT POSTFACH 60 60 D8700 WURZBURG 1 FED REP OF GERMANY A CORP
5767699,VCOM INTERNATIONAL MULTIMEDIA CORPORATION
1742056,AJ STEEL INC
2886826,SPORTS POUCH BEVERAGE COMPANY INC
2179979,BRIGHT HEADPHONE ELECTRONICS CO
1405843,SCIENTIFIC INSTRUMENT SERVICES INC
46891,MEISEI CHEMICAL WORKS CO LTD
1586886,PLOW GREGORY M
4316646,MIRACOR MEDIZINTECHNIK HANDELSUND ENTWICKLUNGSGMBH
1924938,PARKINSON MACHINERY & MANUFACTURING CORP
3157195,M & M INDUSTRIES INC
5138832,HEINRICH BAUMGARTEN KG SPEZIALFABRIK FUR BESCHLAGTEILE
207621,ERGOTRON SAS DI DONDI BENELLI DORE & C A COMPANY OF ITALY
2799062,HSU ANGELA S H
1285983,DOXON INC
3660932,SAMSUNG ELECTRONISC CO LTD
3284370,INTEGRATED SAFETY LLC A LIMITED LIABIITY COMPANY
6487128,PCR TECHNOLOGY HOLDINGS LC
4910780,SOCIETE FRANCAISE DE DETECTEURS INFRAROGUESSOFRADIR
6232487,ADVANCED EYE PROTECTION IP HOLDING
3527194,NS WELLTEC GMBH
4524415,DONGGUAN ANWELL DIGITAL MACHINERY CO LTD
4067372,SAHACHOL FOOD SUPPLIES CO LTD
1115276,CROWNMARK CORPORATION
2174093,FREEMAN MARK
5240339,TOHOKU ELECTRIC POWER COMPANY INC
365260,IPOINT BIOTECHNOLOGIES AB A COMPANY
4209201,BEEPSCORE LLC
4286102,KPRY COMPUTING INC
6484305,TURBO SEAL LP
226174,COMMUNICATIONS SATELLITE CORPORATION OF WASHINGTON DC
2777113,PHARMACOGENETICS LIMITED
2456007,TAOKA CHEMICAL COMOPANY LIMITED
910709,LINCOLN IMPORTS
6080663,ITI CO LTD
4110723,POLMOS ZYRARDOW SPOLKA ZOO
1116746,FLOWRITE CONTROLS INC
5963233,NICE HOLDINGS INC
5119997,PSYCLOPS LLC
5699569,MANON BUSINESS INITIATION LTD
189669,NIANBILLA COMPANY LIMITED 22ND FLOOR ROOM
6006262,ROTAC GMBH
3389250,VIRTUOSOWORKS INC
2659187,ACS GRAND HAVEN INC
1609032,INTEGRATED TECHNOLOGY SYSTEMS INC
3945982,STARWAY CO LTD
1164630,DANIEL PY
1369964,STACKARIBBON LLC
6100832,SCHEDULICITY INC
2332905,ANTHONY INC
5498397,JON RENAU INC
3403489,PATENTTREUHANDGESSELSCHAFT FUR ELEKTRISCHE GLUHLAMPEN MBH
767283,CHAS F THACKRAY LTD
88535,ONAHAMA SEIREN KABUSHIKI KAISHA
2089612,FAST FORWARD DEVICES LLC
2940043,INTELLIGENT PHOTONICS CONTROL CORP
1123990,DELAIR GROUP INCORPORATED
1583985,ULSI ENGINEERING CORP
2771205,MAUI XTREAM INC
2636920,FERTON HOLDING SA
5803781,MODALE BV
1028227,RASKAS FOODS RESEARCH
189514,SIMES SOCIETA ITALIANA MEDICINALI E SINTETICI SPA VIA BELLERIO 41 20161 MILANO
401649,DETZEL ROBERT
1124889,DONJINO LABORATORIES
550359,AI ELECTRONICS CORPORATION
3348191,JACKSON AND PERKINS WHOLESALE INC
5832972,OURPETS OCMPANY
633381,POINTS SANDRA LEE WROS
107306,DEVESO GARY 10
542778,BARRINGTON JOHN SYDNEY
6086268,AQUA POWER SYSTEM JAPAN
1816332,WITTENBREDER ERNEST
918146,VLCEK LINDA
4374042,MAGNETTI MARELLI POWERTRAIN SPA
2165388,DOMAZET IVANKA
3594613,MACCHINE TRASFORMAZIONE CARTA
1662417,SICFO STANLEY SA
2595010,KOMAX HODING AG
1266045,MCCOY JAMES J JR
4324062,INDIAN PETROCHEMICALS CORPORATION LIMITED
2335448,DOWNHOLE INJECTION SYSTEMS LLC
1312902,TREE TOP SYSTEM INC
419230,CHINA STEEL CORPORATION NO 1 CHUNGKANG ROAD HSIAOKANG DISTRICT KAOHSIUNG CITY TAIWAN A CORP
969152,WINSLOW JEFFREY S
805093,PURITANCHURCHILL CHEMICAL COMPANY
2718055,TECHANSONIC ELECTRONICS INC
3476892,NXSTEPS COMMICATIONS
406862,MAN NUTFAHRZEUGE GMBH
3460203,SCHOENMAKERS TROPISCHE POTCULTURE VOF
1600134,WT CUNNINGHAM TRUSTEE
407217,CERVO SPA
407775,NAGAKAZU FURUYA AND SATOSHI MOTOO AND TANAKA KIKINZOKU KOGYO KK JOINTLY TANAKAKIKINZOKU KOGYO K
2316995,CABOT LNG LLC
87601,NECCHISPA
2180134,WESTSIDECOM
598973,CLEVELAND SITESAFE LIMITED
491379,TOHO RAYON CO LTD 39 NIHONBASHI 3CHOME CHUOKU TOKYO JAPAN
3441788,APHLOS CORPORATION
187149,SCIAKY BROS INC 4915 WEST 67TH ST CHICAGO ILL 60638 A DE CORP
1225069,TOKUYAMA CORP
6056824,KILPATRICK TOWNSEND STOCKTON LLP
96400,RUEBELING GUENTER
702311,CONJET AB
5289712,MULTIGENE VASCULAR SYSTEMS LTD MGVS
3576164,TMI PEKAN MONIPALVELU
1070573,GILBERT CORPORATION
6511818,CHINA GATEWAY LIFE SCIENCE HOLDING LTD HK
2117798,INSTITUT FRANCAIS DU PETORLE
60799,FEUDOR SA
1963579,SAB WABCO SPA
5959767,FERBUR LIMITED
3953999,MACPI PRESSING DIVISION SPA
1233178,ZASKE JAMES L
1109539,INTRUSIONPREPAKT INCORPORATED
1404823,MARYLAND WIRE BELT INC
4923429,HUMED CO LTD
5064984,SIFLARE INC
5897638,KONG YIZHOU
5114059,DRANE ASSOCIATES LP
4353751,IDROMIG SRL
4087847,CEREFRACT OY
424182,KRUPP KOPPERS GMBH ALTENDORFER STRASSE 120 4300 ESSEN 1 GERMANY
3381150,OTHERA PHARMACEUTICALS INC
607734,DOW CHEMICAL AUSTRALIA LIMITED
701244,W B MARVIN MANUFACTURING COMPANY
4113458,VLIFE SCIENCE TECHNOLOGIES PVT LTD
3703712,DIFFUSION ALLOYS LTD
4276017,ALTIA HASHIMOTO CO LTD
3194395,ISTIUTO CLINICO HUMANITAS
5095691,DURAFLEX INTERNATIONAL CORP
292096,CURTIS INDUSTRIES INC A COR OF NEW YORK
3509697,XIAMEN DONGLIN ELECTRONIC CO LTD
1484140,PARTISAN MANAGEMENT GROUP
3722723,BIONUTRA TECHNOLOGIES LLC
608635,KALICHEMIE AG POSTFACH 220 HANSBOCKLERALEE 20 D3000 HANNOVER
1518091,PHOENIX DRILLING SERVICES INC A DELAWARE CORPORATION
3373007,TYMCO INC
437264,LABORATOIRE CENTRAL DE TELECOMMUNICATIONS
2955392,TONE BROTHERS NC
95207,FDX ASSOCIATES LP A LIMITED PARTNERSHIP OF DE
1889427,HIGHLUX LICHTTECHNIK GMBH & CO VERTRIEBS KG
1450835,ISNY INC
5486079,AXCENTUA PHARMACEUTICALS AB
3347520,RIPPED INC
6065329,ANSOVINI RAFFAELE
5032801,CPE LYON FORMATION CONTINUE ET RECHERCHE SAS
4553457,COMMERCE BRIDGE COMPANY LLC
1132211,ADVANCED MICRO DEVICES INCI
2902382,DOWN THE LINE CONCEPTS A NORTH CAROLINA CORPORATION
4266615,ORBUS SYSTEMS LLC
904075,WOOL RESEARCH ORGANIZATION OF NEW ZEALAND INC
145965,NOKIA OY AB
3825187,RISO KAGAKU CORPORATON
6411900,EAGANTU LTD
1334772,RIVERA ENGINEERING A CALIFORNIA CORPORATION
56905,CATHEDYNE CORPORATION4436 MARLBOROUGH COURTMINNETONKAMN55343 A CORPOF MN
3594058,TRIPSTALKER LLC
5368727,CHICAGO ELECTRONIC DISCOVERY LLC DBA VIAFORENSICS
407068,YI CHIEH PLASTICS CO LTD
6121919,GONG FONG ENTERPRISE CO LTD
2852208,CRIPPEN JASON M
4122269,ANGSTROM POWER INC
4841165,OXOID LTD
5297523,RESOURCE REX LLC
4104644,INTERNTATIONAL BUSINESS MACHINES CORPORATION
3779001,4FRONT ENGINEERED SOLUTIONS INC
2662718,FORTIS SYSTEMS INC
195801,CENTINNIAL MACHINE COMPANY INC
248184,GENERAL ENGINEERING RADCLIFFE LIMITED
3688538,ARAMAR GLASS TECH LLC
6123079,CLARANOR
2883231,MITSUBISHI DENKIE KABUSHIKI KAISHA
425663,FERRANTI PLC BRIDGE HOUSE PARK ROAD GATLEY CHEADLE CHESHIRE ENGLAND A COMPANY OF UNITED KINGDO
1121224,KEJR ENGINEERING INC
3826125,LUCKY POWER TECHNOLOGY CO LTD
662805,SWEET CORN PRODUCTS
2643477,JOMAR CORP
414164,VISION STREET WEAR INC
5255351,SERVICE PUBLIC DE WALLONIE DIRECTION GENERALE OPERATIONNELLE DE LECONOMIE DE LEMPLOI ET DE LA RE
3003563,CARROLL CONTAINER CORPORATION
6114534,NUCLEAR SAFETY ASSOCIATES INC
3561725,JEREMY GILBERT VINTER
2608001,AOTI OPERATING COMPANY INC FORMERLY KNOWN AS ASTI OPERATING COMPANY INC
6261586,ATOMIC DESIGN INC
2512145,ROCKWELL PMC INC
6435499,UNMONDAY OY
5084664,NORMALU
803559,KRETCHMER STEVEN D
1235870,GUSGUARD PRODUCTS INC
4433004,SEPTICOSOL INC
5237113,WAKUDA MASAKO
289933,IDEA ENGINEERING COMPANY
2390493,AGNG LLC
3853171,AJ BASSTECH INC
432553,ANCO ENGINEERS INC
82132,KIMBERLYCLARK CORPORATION A CORPOF DE
1436890,SALVUCCI FRANK S SR
3379100,CENTROTHERM PHOTOVOLTAICS GMBH CO KG
6169293,GUANGZHOU CONSTRUCTION ENGINEERING CO LTD
6343737,BEIJING SUNNYTEC CO LTD
4448655,STAYHEALTHY INC
1387860,AUTOPERKUTE MASCHINENBAU GMBH
842303,BACHMANN INDUSTRIES INC
2661919,KREISS ENTERPRISES
6532482,FAITH VIVA LIMITED
188920,WILHELM BRENNEKE KG ILMENAUWEG 2 3012 LANGENHAGEN 1 GERMANY
3379999,BENDIX COMMERCIAL VEHICLE SYSTEMS
1916257,OCHI INTERNATIONAL KABUSHIKI KAISHA
416486,KLAIS GUNTER
6007345,ADIENT MEDICAL INC
6527290,AURORA3MDOO
4100442,BEST & DONOVAN NA INC
5877095,GLOBAL OWL LIMITED
5318977,GEOEYE ANALYTICS INC
2574650,DICHTUNGSTECHNIK G BRUSS GMBH
5628269,SPROUT PHARMACEUTICALS INC
3583642,FONA TECHNOLOGIES INC
6260193,SOPAP AUTOMATION SAS
6068103,ADVASTIM INC
3870224,MINEO HIRAMATSU
603047,FREEMAN MFG & SUPPLY CO 1246 WEST 70TH STREET CLEVELAND OH 44102
2341761,VAI INDUSTRIES UK LIMITED
2487536,EBASE LTD
455212,OMRON TATEISE ELECTRONICS CO 10 TSUCHIDOCHO HANAZONO UKYOKU KYOTO JAPAN
2350531,LUMENS TECHNOLOGY INC
1423824,CARRE NOIR
456982,KIWI BRANDS INC CO SARA LEE CORPORATION THREE FIRST NATIONAL PLAZA CHICAGO ILLINOIS 60602 A CO
388937,ZYGMUN LEON E DESIGNED EQUIPMENT CORP
417662,PHILIPS SPA PIAZZA IV NOVEMBRE 3 I20124 MILANO
4654553,PRIORITY DISPATCH CORPORATION
2258746,PHOENIX CONTACT GMBH & CO REFERAT PATENTE
81323,BALLASTNEDAM GROEP NV
514611,LECTRON PRODUCTS INC A MI CORP
1412686,PEWTER NO2 LIMITED
11851,SUPER PRODUCTS CORPORATION
418064,OTTO BOCK ORTHOPAEDISCHE INDUSTRIE BESITZ UND VERWALTUNGSKOMMANDITGESELLSCHAFT INDUSTRIESTRASSE 3
418121,TRUTZSCHLER GMBH & CO KG 8292 DUVENSTRASSE D4050 MONCHENGLADBACH 3 GERMANY
2812912,UNIBIO SRL
756649,LEE SUNG YUN
5680327,TUSCARORA DESIGNS
899481,SOMANETICS CORPORATION RICHARD A FARKAS
201814,GENETICS INTERNATIONAL INC A MA CORP
6042564,INVISI SHIELD LIMITED
92970,PRO CHALKER INC
901401,T & R MANUFACTURING INC DBA ENCORE ORTHOPEDICS
3105537,SKYLITE CORPORATION
2183241,HODOGAYA CHEMICAL CO LTD 50
5917994,JOHNSON MYRON Q
6354793,NEC LABORATORIES AMERICAINC
3198040,TOWA INTERCON TOOLS INC
5173749,JEOLLANAMDO
770782,LENSCARD SYSTEMS CORPORATION
224102,DEMETRON GESELLSCHAFT FUR ELEKTRONIKWERKSTOFFE MBH
3571243,ONLINE DATA CORP
2007981,LOVITT FILMS INC
5825927,NAN SING PLASTICS CORPORATION
460585,SOCIETE NATIONALE DETUDE ET DE CONSTRUCTION DE MOTEURS DAVIATION S N E C M A 2 BLD VICTO
3252628,BARRON WES
2970487,GEMINI GROUP INC
5131907,YJIP INC
6242966,FNT CO LTD
699928,TUBES
4185411,ENVISAGE PRODUCTS COMPANY LTD
5309639,JOHNSON KENNETH
4606640,DIETRICH DAVE
1082233,HERAEUS SENSOR GMBH
417109,SEIYAKU CO LTD 6351 OOAZA SAKAKI MACHI HANISHINAGUN NAGANOKEN JAPAN A JAPANESE CORP
40762,PETROCON CORPORATION
3960898,PANDORA TECHNOLOGIES GROUP LLC
5516197,PINEBROOK IMAGING TECHNOLOGY LTD
1695098,ALADDIN KNOWLEDGE SYTEMS LTD
2371164,ASAH MEDICO AS
6091060,WEISENFELD BERET BAY
2926063,MALETTI DAVIDE
6528176,VOYA SERVICES COMPANY
1822379,LIEBERMAN CHRISTOPHER E
6089996,CLUSTER LLC
1962726,GOLDWITZ TRACY
1775970,ALARMCOM ELPRO SA
6263108,AOTERRA GMBH
2339166,INTELLOTECH NV
6456000,KYKY TECHNOLOGY CO LTD
471304,KJELFORENINGEN
3473381,ASEC INC
1704798,JAPAN SERVO O LTD
17213,SPASOCIETA PRODOTTI ANTIBIOTICI SP A
4284192,CELERA GENOMICS GROUP
1400721,BOR YING CORPORATION
1150776,AMERSHAM INTERNATIONAL
2256409,INVIGOR BIOTECHNOLOGY CO LTD
3384618,KURARY SPECIALTIES EUROPE
523684,IEL LIMITED ICI HOUSE 34 CHOWRINGHEE RD CALCUTTA 700071 WEST BENGAL AN INDIAN COMPANY
259277,ADOLPH CORS COMPANY
5403763,KYFYUK OKSANA
5172934,JISBREY SA
2119584,ASAHI SEIKO USA INC
6083039,FIRESTONE INDUSTRIAL PRODUCTS COMPANY LLC
1275314,ENDURATEC SYSTEMS CORPORATION
5245246,PPMID GMBH
6231883,NINE ENERGY CANADA INC
779371,A B C AUTO ALARMS INC
4235677,LAJOBI INC
5533115,BIVACOR PTY LTD
4664305,UNITED LABORATORIES
3258914,HELMUT ZEPF MEDIZINTECHNIK GMBH
93976,MUTOH INDUSTRY LTD
680708,HITECK SYSTEMS LIMITED UNIT 21 GUNNELSWOOD INDUSTRIAL ESTATE STEVENAGE HERTFORDSHIRE SG1 2BE
206475,NORTIVAC INC
363412,MCCORMICK MICHAEL L
2099869,GENEVA MANUFACTURING CO
5601716,CONTOUR AEROSPACE LTD
1690884,DCI SYSTEMS INC
3673210,COMPAL ELECTRONIC INC
1531768,BAUM CHARLES S
931967,ESKA MEDICAL LUEBECK A GERMAN CORPORATION
2728022,AUSTRIA ALUGUSSGESELLSCHAFT MBH
4570876,CTA AUSTRALIA PTY LTD
2096267,WF LOGISTIK GMBH
5790064,LIN DAN
431329,HEDLUND MANUFACTURING CO INC 143 WATER ST WEST BEND WI 530950179
5437551,KUNMARRA NOLL PTE LLC
78931,DUSTBANE PRODUCTS LIMITEDLES PRODITS DUSTBANE LIMITEE
3378252,WORLDB ENTERPRISES LLC
188486,EASALIGN LTD 160 GROESBECK HWY MOUNT CLEMENS 48045
442684,MORA PHARMACEUTICALS INC
5697351,KJELL PERNESTAL
222433,PANMEDICA SA
6356354,MASCHINENFABRIK GERD MOSCA AG
639624,LEWINER JACQUES 5 RUE BORY DARNEX 92210 SAINT CLOUD FRANCE
2771322,LODERS CROKLAAN USA LLC
2283556,PREMIER BOTANICALS LIMITED
799137,AEG WESTINGHOUSE TRANSPORT SYSTEM GMBH
402251,TWIN BIRD INDUSTRIAL COMPANY LTD
188462,GOM INTERNATIONAL LIMITED SUITE 2325 DON HOUSE 3039 MAIN ST GIBRALTAR
6192690,INVIVIS PHARMACEUTICALS INC
845400,PARKINSONSPENCER REFRACTORIES LIMITED
4151626,SHANGHAI HUGONG ELECTRIC WELDING MACHINE MFG CO LTD
6162744,XERVON GMBH
1244722,SPEEFLO MANUFACTURING CORP
4853585,FIREFLY GREEN TECHNOLOGIES INC
3004078,SANDISK CORPORTION
4517384,JUSTH LORI
1017102,DEVENISH DONALD M
229730,KATOVUKI SEIYAKU CO LTD
3050226,BEELINE TECHNOLOGIES PTY LTD
2454113,FARO ACQUISITION LLC
4344923,REA ELEKTRONIK GMBH
3365311,BETELGEUZE BV
2785229,OBJECT INNOVATION INC
3058717,MASTCABLE LIMITED
649996,LISKEY TERRY
1618078,SYRINGE DEVELOPMENT PARTNERS
844212,DESAI JAWAHAR M
899364,SAKAI CHEMICAL INDUSTRY COMPANY LTD
5136977,ACCESSIBLE CONSEILS SARL
183627,SYNERTEK INC A DE CORP SANTA CLARA
6284313,SIRIUS PRODUCTS LIMITED
4141478,KLEMM & SOHN GMBH CO KG
729892,BIOTOPE INC
1929599,SOUKEN LIMITED COMPANY
244698,LORAL CORPORATION A DE CORP
2442,KABUSHIKI KAISHA TOKAI RIKA DENKI SEISAKUSHORESPECTIVELY
495980,KEIPER RECARO GMBH & CO A CO OF THE FED REP OF GERMANY
3614348,MCNEILL DIANE MARIE
511073,YABLONSKI TIMOTHY 8060 GLENNFINNAN CIRCLE FORT MYERS FLORIDA 33912
5799991,TEKNIMED SAS
3833484,EDP BIOTECH CORPORATION
1435206,TECHNICAL DEVELOPERS INC
5248424,ASEPTICA INC
3541880,XEOLIA
198505,DAMAS MASKINFABRIK AS
399927,AMERICAN COLLOID COMPANY ONE NORTH ARLINGTON 1500 WEST SHURE DR ARLINGTON HEIGHTS ILL 60004 A
4379180,SOCIEDAD DE BIOTECNOLOGIAS ANTOFAGASTA LTDA
3631065,NAVTEQ NORTH AMERICA LL
5445714,INVATEC SPA
746031,CESCOR CENTRO STUDI CORROSIONE AN ITALIAN CORP
2832278,HANLIM MECHATRONICS CO LTD
371183,BELEGGINGSMAATSCHAPPIJ ALEX A LOGGERS BV
3465231,QINS INC
4127813,CHUNGHWA PICUTRE TUBES LTD
1930310,FILL FACTORY
6310634,CENOVUS FCCL LTD ASSOLE OPERATOR FOR FCCL PARTNERSHIP
3886114,WIRELESS EDGE CANADA INC
46215,FORCE JAMES T
6090397,ZILIFT LTD
2209186,SILVER HELM INC
844294,ROBERT BOSCH GMBH A LIMITED LIABILITY COMPANY OF THE FED REP GERMANY
5988457,JOHNSTON JOAN ELIZABETH
4398586,MKU CYPRUS LTD
23510,MARK ALVIN J
2016579,LOGAN KNITTING MILLS INC
3679519,VIEW 22 TECHNOLOGY INC
6000407,SHENZHEN RAYCOME HEALTH TECHNOLOGY CO LTD
3951564,INTRAGLOBAL CORPORATION
